response,token,correct,contrast,vib_style,placement,pID
fan,van,0,vf,amp,hands,22
khaki,khaki,1,Vhl,ctrl,hands,22
heel,heel,1,Vhl,amp,hands,22
deb,deb,1,vs,lowfi,hands,22
fetid,vetted,0,vf,ctrl,hands,22
pan,ban,0,vs,lowfi,hands,22
cot,cot,1,vs,amp,hands,22
bard,bard,1,vs,amp,hands,22
wife,wife,1,vf,lowfi,hands,22
niece,knees,0,vf,amp,hands,22
fat,fat,1,Vhl,lowfi,hands,22
swam,swam,1,Vhl,ctrl,hands,22
bleed,bleed,1,Vhl,amp,hands,22
bee,bee,1,vs,amp,hands,22
bought,bought,1,vs,lowfi,hands,22
cherry,cherry,1,vf,lowfi,hands,22
calf,calf,1,vf,ctrl,hands,22
besiege,beseech,0,vf,lowfi,hands,22
time,time,1,vs,lowfi,hands,22
pill,pill,1,Vhl,ctrl,hands,22
lock,lock,1,vs,amp,hands,22
cheer,cheer,1,vf,amp,hands,22
doom,doom,1,vs,lowfi,hands,22
hard,hood,0,Vhl,amp,hands,22
Kay,Kay,1,vs,lowfi,hands,22
batty,patty,0,vs,ctrl,hands,22
fail,fail,1,vf,amp,hands,22
proove,proove,1,vf,ctrl,hands,22
tame,dame,0,vs,lowfi,hands,22
pant,pant,1,vs,amp,hands,22
raze,race,0,vf,lowfi,hands,22
stoop,stoop,1,Vhl,ctrl,hands,22
teach,teach,1,Vhl,ctrl,hands,22
proof,proof,1,Vhl,lowfi,hands,22
paste,baste,0,vs,ctrl,hands,22
batch,badge,0,vf,ctrl,hands,22
gremlin,gremlin,1,vs,amp,hands,22
league,league,1,vs,lowfi,hands,22
loose,loss,0,Vhl,amp,hands,22
begin,begun,0,Vhl,lowfi,hands,22
believe,believe,1,vf,lowfi,hands,22
pain,bane,0,vs,lowfi,hands,22
sax,six,0,Vhl,lowfi,hands,22
fuzz,fuss,0,vf,ctrl,hands,22
focal,focal,1,vf,ctrl,hands,22
nip,knap,0,Vhl,lowfi,hands,22
tan,tan,1,vs,ctrl,hands,22
beam,bum,0,Vhl,amp,hands,22
bun,bin,0,Vhl,lowfi,hands,22
chain,chain,1,vf,lowfi,hands,22
laze,laze,1,vf,amp,hands,22
shark,shook,0,Vhl,lowfi,hands,22
book,bark,0,Vhl,amp,hands,22
wiggle,waggle,0,Vhl,lowfi,hands,22
fat,fat,1,vf,ctrl,hands,22
fleece,fleas,0,vf,ctrl,hands,22
phase,phase,1,vf,amp,hands,22
chest,chest,1,vf,amp,hands,22
deem,deem,1,Vhl,ctrl,hands,22
cheek,cheek,1,Vhl,amp,hands,22
teeth,teeth,1,vf,ctrl,hands,22
peter,patter,0,Vhl,ctrl,hands,22
neat,neat,1,Vhl,lowfi,hands,22
prude,prude,1,Vhl,amp,hands,22
graph,graph,1,vf,ctrl,hands,22
fairy,fairy,1,vf,ctrl,hands,22
rifle,rifle,1,vf,amp,hands,22
doom,doom,1,vs,amp,neck,24
begun,begin,0,Vhl,lowfi,neck,24
Dan,Dan,1,vs,lowfi,neck,24
prof,proof,0,Vhl,lowfi,neck,24
safe,save,0,vf,ctrl,neck,24
zip,zip,1,vf,amp,neck,24
bought,bawd,0,vs,ctrl,neck,24
cop,cop,1,vs,amp,neck,24
price,price,1,vf,ctrl,neck,24
dame,dame,1,vs,lowfi,neck,24
hard,hard,1,Vhl,lowfi,neck,24
neat,gnat,0,Vhl,amp,neck,24
teeth,teeth,1,vf,amp,neck,24
vend,vend,1,vs,ctrl,neck,24
mean,mean,1,Vhl,ctrl,neck,24
heel,hull,0,Vhl,ctrl,neck,24
bane,pain,0,vs,lowfi,neck,24
face,phase,0,vf,amp,neck,24
divine,define,0,vf,lowfi,neck,24
mat,mat,1,Vhl,lowfi,neck,24
gat,cat,0,vs,amp,neck,24
fence,fence,1,vf,amp,neck,24
nip,knap,0,Vhl,ctrl,neck,24
trill,drill,0,vs,lowfi,neck,24
hearse,hearse,1,vf,amp,neck,24
town,down,0,vs,amp,neck,24
smock,smog,0,vs,ctrl,neck,24
fender,fender,1,vf,ctrl,neck,24
teat,teat,1,Vhl,ctrl,neck,24
cuz,cuz,1,vf,lowfi,neck,24
blank,blank,1,vs,lowfi,neck,24
toll,dole,0,vs,ctrl,neck,24
batch,batch,1,vf,ctrl,neck,24
lose,lose,1,vf,lowfi,neck,24
wack,wack,1,Vhl,amp,neck,24
beach,peach,0,vs,lowfi,neck,24
bark,bark,1,Vhl,amp,neck,24
bus,buzz,0,vf,ctrl,neck,24
six,sax,0,Vhl,ctrl,neck,24
chip,chap,0,Vhl,lowfi,neck,24
trays,trace,0,vf,lowfi,neck,24
chick,chick,1,Vhl,amp,neck,24
pang,bang,0,vs,ctrl,neck,24
shard,should,0,Vhl,lowfi,neck,24
try,dry,0,vs,ctrl,neck,24
add,at,0,vs,lowfi,neck,24
vale,fail,0,vf,amp,neck,24
calve,calf,0,vf,lowfi,neck,24
jeer,cheer,0,vf,lowfi,neck,24
blood,bleed,0,Vhl,lowfi,neck,24
cod,cod,1,vs,ctrl,neck,24
lop,lop,1,Vhl,lowfi,neck,24
damn,dim,0,Vhl,lowfi,neck,24
bee,pee,0,vs,amp,neck,24
file,vile,0,vf,lowfi,neck,24
tot,toot,0,Vhl,lowfi,neck,24
refuse,reviews,0,vf,ctrl,neck,24
vault,fault,0,vf,lowfi,neck,24
ban,pan,0,vs,amp,neck,24
zach,zach,1,vf,amp,neck,24
manse,manse,1,vf,lowfi,neck,24
moos,moos,1,vf,lowfi,neck,24
tale,dale,0,vs,ctrl,neck,24
limb,limb,1,Vhl,amp,neck,24
bun,bun,1,Vhl,ctrl,neck,24
patty,batty,0,vs,ctrl,neck,24
streak,streak,1,Vhl,ctrl,neck,24
vocal,focal,0,vf,amp,neck,24
besiege,besiege,1,vf,lowfi,neck,24
peach,patch,0,Vhl,ctrl,neck,24
shack,shack,1,vf,amp,neck,24
wafer,wafer,1,vf,amp,neck,24
clique,cluck,0,Vhl,ctrl,neck,24
chest,jest,0,vf,ctrl,neck,24
lib,lip,0,vs,amp,neck,24
viz,viz,1,vf,amp,neck,24
foot,foot,1,Vhl,lowfi,neck,24
slick,slick,1,Vhl,ctrl,neck,24
race,race,1,vf,lowfi,neck,24
class,class,1,vs,amp,neck,24
bead,bad,0,Vhl,amp,neck,24
league,league,1,Vhl,amp,neck,24
Jane,chain,0,vf,lowfi,neck,24
fleece,fleece,1,vf,amp,neck,24
miss,miss,1,Vhl,amp,neck,24
swim,swim,1,Vhl,lowfi,neck,24
shook,shark,0,Vhl,amp,neck,24
laze,laze,1,vf,ctrl,neck,24
thigh,thy,0,vf,amp,neck,24
dream,drum,0,Vhl,amp,neck,24
bead,peed,0,vs,lowfi,hands,24
live,life,0,vf,lowfi,hands,24
bare,pair,0,vs,amp,hands,24
Devon,Devon,1,vf,lowfi,hands,24
time,time,1,vs,ctrl,hands,24
fast,vast,0,vf,ctrl,hands,24
fox,fox,1,vf,lowfi,hands,24
gay,gay,1,vs,amp,hands,24
gill,gill,1,vs,amp,hands,24
deem,damn,0,Vhl,lowfi,hands,24
paste,paste,1,vs,ctrl,hands,24
boot,booed,0,vs,ctrl,hands,24
cave,cave,1,vs,lowfi,hands,24
bar,par,0,vs,amp,hands,24
dad,dad,1,Vhl,lowfi,hands,24
shelve,shelf,0,vf,amp,hands,24
niece,niece,1,vf,amp,hands,24
pus,peace,0,Vhl,amp,hands,24
nab,nap,0,vs,lowfi,hands,24
bile,bile,1,vs,lowfi,hands,24
ease,ease,1,Vhl,lowfi,hands,24
wife,wive,0,vf,ctrl,hands,24
ass,ass,1,vf,amp,hands,24
loose,loose,1,Vhl,ctrl,hands,24
Adam,Adam,1,vs,amp,hands,24
dep,dep,1,vs,ctrl,hands,24
tick,tack,0,Vhl,ctrl,hands,24
clod,clot,0,vs,amp,hands,24
nark,nark,1,Vhl,lowfi,hands,24
stoop,stoop,1,Vhl,amp,hands,24
fairy,vary,0,vf,ctrl,hands,24
bat,bad,0,vs,ctrl,hands,24
zips,zips,1,Vhl,amp,hands,24
proove,proove,1,vf,lowfi,hands,24
cat,cad,0,vs,amp,hands,24
tab,tab,1,vs,lowfi,hands,24
meet,mutt,0,Vhl,ctrl,hands,24
pill,pal,0,Vhl,ctrl,hands,24
rang,ring,0,Vhl,amp,hands,24
bleat,bleat,1,vs,lowfi,hands,24
league,league,1,vs,amp,hands,24
ton,done,0,vs,ctrl,hands,24
leaky,leaky,1,Vhl,ctrl,hands,24
woos,woos,1,Vhl,lowfi,hands,24
believe,believe,1,vf,amp,hands,24
bed,bed,1,vs,amp,hands,24
tram,tram,1,Vhl,lowfi,hands,24
fat,vat,0,vf,amp,hands,24
buyers,bias,0,vf,lowfi,hands,24
jerry,jerry,1,vf,amp,hands,24
beam,beam,1,Vhl,amp,hands,24
pant,bant,0,vs,amp,hands,24
rick,rig,0,vs,amp,hands,24
boop,boop,1,vs,ctrl,hands,24
vetted,vetted,1,vf,lowfi,hands,24
fuzz,fuzz,1,vf,amp,hands,24
fat,fat,1,Vhl,lowfi,hands,24
seek,seek,1,Vhl,ctrl,hands,24
van,fan,0,vf,lowfi,hands,24
pence,pens,0,vf,lowfi,hands,24
chin,gin,0,vf,ctrl,hands,24
pi,pi,1,vs,ctrl,hands,24
teach,teach,1,Vhl,lowfi,hands,24
sop,sop,1,Vhl,ctrl,hands,24
grave,grave,1,vf,lowfi,hands,24
lock,lock,1,vs,ctrl,hands,24
tense,tense,1,vf,ctrl,hands,24
bard,Bart,0,vs,lowfi,hands,24
zoo,zoo,1,vf,ctrl,hands,24
prod,prod,1,Vhl,ctrl,hands,24
zap,sap,0,vf,lowfi,hands,24
bin,pin,0,vs,amp,hands,24
bat,bat,1,vs,ctrl,hands,24
tuck,tuck,1,vs,ctrl,hands,24
gremlin,gremlin,1,vs,amp,hands,24
buff,buff,1,Vhl,amp,hands,24
sink,sink,1,vf,amp,hands,24
wiggle,waggle,0,Vhl,ctrl,hands,24
cookie,cookie,1,Vhl,ctrl,hands,24
rifle,rifle,1,vf,ctrl,hands,24
back,back,1,vs,lowfi,hands,24
fret,fred,0,vs,ctrl,hands,24
teens,tons,0,Vhl,ctrl,hands,24
cheek,cheek,1,Vhl,ctrl,hands,24
peter,peter,1,Vhl,amp,hands,24
ice,ice,1,vf,ctrl,hands,24
lope,lobe,0,vs,lowfi,hands,24
wink,wank,0,Vhl,amp,hands,24
kate,gait,0,vs,lowfi,hands,24
pay,pay,1,vs,ctrl,hands,24
mans,mans,1,vf,ctrl,hands,29
fat,vat,0,vf,ctrl,hands,29
rick,rig,0,vs,lowfi,hands,29
fleece,fleas,0,vf,amp,hands,29
divine,divine,1,vf,amp,hands,29
peter,peter,1,Vhl,amp,hands,29
lip,lip,1,vs,lowfi,hands,29
bark,bark,1,Vhl,ctrl,hands,29
vale,fail,0,vf,lowfi,hands,29
zaps,zips,0,Vhl,lowfi,hands,29
cuz,cuss,0,vf,ctrl,hands,29
trim,trim,1,Vhl,ctrl,hands,29
par,bar,0,vs,ctrl,hands,29
dad,deed,0,Vhl,amp,hands,29
tab,dab,0,vs,ctrl,hands,29
stop,stop,1,Vhl,ctrl,hands,29
jack,shack,0,vf,lowfi,hands,29
zinc,sink,0,vf,ctrl,hands,29
cheek,cheek,1,Vhl,lowfi,hands,29
sip,sip,1,vf,ctrl,hands,29
fox,fox,1,vf,ctrl,hands,29
cop,cop,1,vs,ctrl,hands,29
vetted,vetted,1,vf,amp,hands,29
bought,bought,1,vs,ctrl,hands,29
batch,batch,1,vf,ctrl,hands,29
lock,lock,1,vs,amp,hands,29
tens,tens,1,vf,lowfi,hands,29
cherry,jerry,0,vf,amp,hands,29
dime,dime,1,vs,ctrl,hands,29
chip,chip,1,Vhl,ctrl,hands,29
zach,zach,1,vf,lowfi,hands,29
bleed,blood,0,Vhl,ctrl,hands,29
gat,cat,0,vs,lowfi,hands,29
chuck,chuck,1,Vhl,amp,hands,29
league,leek,0,vs,amp,hands,29
fens,fens,1,vf,ctrl,hands,29
niece,knees,0,vf,ctrl,hands,29
teach,teach,1,Vhl,amp,hands,29
sop,sop,1,Vhl,lowfi,hands,29
boop,boop,1,vs,lowfi,hands,29
prude,prude,1,Vhl,amp,hands,29
hers,hers,1,vf,ctrl,hands,29
bang,pang,0,vs,ctrl,hands,29
teens,tons,0,Vhl,lowfi,hands,29
nip,knap,0,Vhl,lowfi,hands,29
down,town,0,vs,lowfi,hands,29
miss,miss,1,Vhl,amp,hands,29
waggle,wiggle,0,Vhl,lowfi,hands,29
life,live,0,vf,amp,hands,29
cod,cod,1,vs,amp,hands,29
ban,pan,0,vs,lowfi,hands,29
lop,loop,0,Vhl,lowfi,hands,29
pens,pence,0,vf,ctrl,hands,29
gin,gin,1,vf,lowfi,hands,29
fault,fault,1,vf,lowfi,hands,29
pack,back,0,vs,ctrl,hands,29
by,pi,0,vs,ctrl,hands,29
buzz,bus,0,vf,lowfi,hands,29
wafer,waiver,0,vf,lowfi,hands,29
meet,meet,1,Vhl,ctrl,hands,29
clique,clique,1,Vhl,amp,hands,29
Dan,Dan,1,vs,amp,hands,29
focal,vocal,0,vf,lowfi,hands,29
gait,kate,0,vs,ctrl,hands,29
bat,bad,0,vs,amp,hands,29
bile,bile,1,vs,amp,hands,29
beef,buff,0,Vhl,lowfi,hands,29
sue,zoo,0,vf,ctrl,hands,29
peach,peach,1,vs,amp,hands,29
drill,drill,1,vs,amp,hands,29
tick,tick,1,Vhl,ctrl,hands,29
pill,pal,0,Vhl,amp,hands,29
bard,bard,1,vs,ctrl,hands,29
rival,rival,1,vf,lowfi,hands,29
foot,foot,1,Vhl,lowfi,hands,29
weak,wack,0,Vhl,amp,hands,29
peed,peed,1,vs,lowfi,hands,29
bee,pee,0,vs,lowfi,hands,29
van,van,1,vf,amp,hands,29
thigh,thigh,1,vf,lowfi,hands,29
toll,toll,1,vs,amp,hands,29
bin,bin,1,vs,lowfi,hands,29
deafen,Devon,0,vf,amp,hands,29
fast,fast,1,vf,ctrl,hands,29
trace,trace,1,vf,ctrl,hands,29
ring,rang,0,Vhl,ctrl,hands,29
deb,dep,0,vs,amp,hands,29
lace,lace,1,vf,amp,hands,29
gremlin,gremlin,1,vs,ctrl,hands,29
fizz,fizz,1,vf,lowfi,hands,29
sap,zap,0,vf,ctrl,neck,29
paste,paste,1,vs,amp,neck,29
glass,glass,1,vs,amp,neck,29
begin,begin,1,Vhl,lowfi,neck,29
chest,jest,0,vf,amp,neck,29
bias,buyers,0,vf,lowfi,neck,29
loose,lose,0,vf,lowfi,neck,29
gay,gay,1,vs,lowfi,neck,29
lobe,lobe,1,vs,amp,neck,29
bet,bet,1,vs,ctrl,neck,29
nap,nab,0,vs,lowfi,neck,29
gill,kill,0,vs,ctrl,neck,29
bun,bin,0,Vhl,lowfi,neck,29
loss,loss,1,Vhl,ctrl,neck,29
heel,heel,1,Vhl,lowfi,neck,29
fuzz,fuzz,1,vf,lowfi,neck,29
pair,pair,1,vs,lowfi,neck,29
beam,bum,0,Vhl,ctrl,neck,29
belief,belief,1,vf,ctrl,neck,29
ass,ass,1,vf,amp,neck,29
mat,meat,0,Vhl,amp,neck,29
man,mean,0,Vhl,amp,neck,29
swim,swim,1,Vhl,lowfi,neck,29
proof,proof,1,vf,ctrl,neck,29
tot,toot,0,Vhl,amp,neck,29
cave,cave,1,vs,ctrl,neck,29
six,six,1,Vhl,lowfi,neck,29
plank,blank,0,vs,ctrl,neck,29
fairy,vary,0,vf,amp,neck,29
graph,grave,0,vf,amp,neck,29
hard,hood,0,Vhl,amp,neck,29
boot,booed,0,vs,lowfi,neck,29
patty,patty,1,vs,amp,neck,29
pay,bay,0,vs,lowfi,neck,29
beseech,beseech,1,vf,ctrl,neck,29
bane,bane,1,vs,ctrl,neck,29
leaky,leaky,1,Vhl,amp,neck,29
deem,damn,0,Vhl,ctrl,neck,29
vent,vent,1,vs,lowfi,neck,29
bleed,bleed,1,vs,ctrl,neck,29
prize,price,0,vf,lowfi,neck,29
patch,patch,1,Vhl,lowfi,neck,29
calf,calve,0,vf,lowfi,neck,29
phase,phase,1,vf,ctrl,neck,29
woos,woos,1,Vhl,ctrl,neck,29
fit,fat,0,Vhl,amp,neck,29
jeer,jeer,1,vf,amp,neck,29
should,should,1,Vhl,amp,neck,29
peace,pus,0,Vhl,ctrl,neck,29
proof,proof,1,Vhl,lowfi,neck,29
smock,smog,0,vs,amp,neck,29
race,race,1,vf,amp,neck,29
shelve,shelf,0,vf,ctrl,neck,29
file,file,1,vf,lowfi,neck,29
try,try,1,vs,ctrl,neck,29
struck,struck,1,Vhl,amp,neck,29
league,league,1,Vhl,lowfi,neck,29
dream,drum,0,Vhl,lowfi,neck,29
refuse,refuse,1,vf,ctrl,neck,29
ease,ease,1,Vhl,amp,neck,29
cookie,khaki,0,Vhl,ctrl,neck,29
safe,safe,1,vf,lowfi,neck,29
clot,clod,0,vs,amp,neck,29
fred,fred,1,vs,lowfi,neck,29
vendor,vendor,1,vf,ctrl,neck,29
teeth,teethe,0,vf,lowfi,neck,29
dim,dim,1,Vhl,lowfi,neck,29
cat,cat,1,vs,lowfi,neck,29
atom,Adam,0,vs,amp,neck,29
ton,ton,1,vs,amp,neck,29
wink,wink,1,Vhl,lowfi,neck,29
sack,sack,1,Vhl,amp,neck,29
tug,tug,1,vs,amp,neck,29
ice,eyes,0,vf,amp,neck,29
wife,wive,0,vf,lowfi,neck,29
at,at,1,vs,amp,neck,29
limb,limb,1,Vhl,lowfi,neck,29
doom,tomb,0,vs,amp,neck,29
teat,teat,1,Vhl,ctrl,neck,29
tame,dame,0,vs,amp,neck,29
moose,moose,1,vf,ctrl,neck,29
bad,bad,1,Vhl,ctrl,neck,29
nook,nook,1,Vhl,ctrl,neck,29
pant,bant,0,vs,amp,neck,29
shark,shark,1,Vhl,ctrl,neck,29
neat,neat,1,Vhl,amp,neck,29
dale,dale,1,vs,amp,neck,29
pat,bat,0,vs,amp,neck,29
chain,chain,1,vf,ctrl,neck,29
slick,slick,1,Vhl,lowfi,neck,29
Kay,Kay,1,vs,lowfi,neck,4
ring,ring,1,Vhl,lowfi,neck,4
zinc,sink,0,vf,ctrl,neck,4
prod,prude,0,Vhl,ctrl,neck,4
teach,teach,1,Vhl,lowfi,neck,4
fret,fret,1,vs,amp,neck,4
pal,pill,0,Vhl,amp,neck,4
soup,soup,1,Vhl,ctrl,neck,4
trays,trace,0,vf,amp,neck,4
ton,ton,1,vs,amp,neck,4
fart,foot,0,Vhl,lowfi,neck,4
mean,mean,1,Vhl,ctrl,neck,4
deem,damn,0,Vhl,ctrl,neck,4
log,lock,0,vs,lowfi,neck,4
beach,beach,1,vs,ctrl,neck,4
teens,teens,1,Vhl,ctrl,neck,4
mass,mass,1,Vhl,ctrl,neck,4
leaky,leaky,1,Vhl,lowfi,neck,4
dole,dole,1,vs,lowfi,neck,4
vendor,fender,0,vf,ctrl,neck,4
refuse,refuse,1,vf,ctrl,neck,4
hearse,hearse,1,vf,lowfi,neck,4
zap,zap,1,vf,amp,neck,4
bare,bare,1,vs,amp,neck,4
raze,raze,1,vf,lowfi,neck,4
thigh,thy,0,vf,ctrl,neck,4
ease,ease,1,Vhl,amp,neck,4
khaki,cookie,0,Vhl,lowfi,neck,4
clique,clique,1,Vhl,ctrl,neck,4
wack,wack,1,Vhl,amp,neck,4
sue,sue,1,vf,lowfi,neck,4
bus,bus,1,vf,ctrl,neck,4
face,face,1,vf,amp,neck,4
mat,mat,1,Vhl,amp,neck,4
bet,bet,1,vs,lowfi,neck,4
teat,tat,0,Vhl,amp,neck,4
peed,peed,1,vs,ctrl,neck,4
chin,gin,0,vf,ctrl,neck,4
patch,patch,1,Vhl,amp,neck,4
teethe,teethe,1,vf,lowfi,neck,4
begin,begin,1,Vhl,amp,neck,4
time,time,1,vs,amp,neck,4
bin,bun,0,Vhl,ctrl,neck,4
wive,wife,0,vf,amp,neck,4
beseech,beseech,1,vf,lowfi,neck,4
dry,dry,1,vs,lowfi,neck,4
sack,sack,1,Vhl,lowfi,neck,4
loss,loss,1,Vhl,amp,neck,4
dale,dale,1,vs,ctrl,neck,4
dream,dream,1,Vhl,ctrl,neck,4
nip,nip,1,Vhl,ctrl,neck,4
cad,cat,0,vs,ctrl,neck,4
boop,boop,1,vs,ctrl,neck,4
down,town,0,vs,amp,neck,4
bat,bat,1,vs,amp,neck,4
life,life,1,vf,amp,neck,4
pus,pus,1,Vhl,amp,neck,4
patty,patty,1,vs,amp,neck,4
stop,stop,1,Vhl,lowfi,neck,4
cat,cat,1,vs,lowfi,neck,4
moose,moose,1,vf,ctrl,neck,4
leek,leek,1,vs,ctrl,neck,4
peter,patter,0,Vhl,ctrl,neck,4
par,par,1,vs,lowfi,neck,4
pant,bant,0,vs,ctrl,neck,4
vend,vent,0,vs,ctrl,neck,4
pay,bay,0,vs,ctrl,neck,4
tame,dame,0,vs,ctrl,neck,4
knees,knees,1,vf,ctrl,neck,4
vat,vat,1,vf,lowfi,neck,4
bark,bark,1,Vhl,ctrl,neck,4
tick,tick,1,Vhl,lowfi,neck,4
jerry,jerry,1,vf,amp,neck,4
at,at,1,vs,lowfi,neck,4
chain,chain,1,vf,lowfi,neck,4
bee,bee,1,vs,lowfi,neck,4
hood,hard,0,Vhl,amp,neck,4
pan,pan,1,vs,lowfi,neck,4
file,vile,0,vf,amp,neck,4
zach,zach,1,vf,amp,neck,4
jack,jack,1,vf,amp,neck,4
gremlin,gremlin,1,vs,lowfi,neck,4
fleece,fleece,1,vf,ctrl,neck,4
lip,lip,1,vs,lowfi,neck,4
vocal,focal,0,vf,ctrl,neck,4
eyes,eyes,1,vf,amp,neck,4
graph,graph,1,vf,amp,neck,4
prize,price,0,vf,amp,neck,4
fan,van,0,vf,amp,neck,4
vale,vale,1,vf,ctrl,neck,4
bang,bang,1,vs,ctrl,hands,4
atom,Adam,0,vs,amp,hands,4
meet,meet,1,Vhl,lowfi,hands,4
chap,chap,1,Vhl,amp,hands,4
rick,rig,0,vs,ctrl,hands,4
cuz,cuz,1,vf,amp,hands,4
zips,zips,1,Vhl,amp,hands,4
vast,vast,1,vf,lowfi,hands,4
vetted,vetted,1,vf,lowfi,hands,4
pi,by,0,vs,lowfi,hands,4
trim,trim,1,Vhl,amp,hands,4
bile,bile,1,vs,amp,hands,4
kate,gait,0,vs,ctrl,hands,4
wank,wink,0,Vhl,amp,hands,4
tense,tens,0,vf,lowfi,hands,4
beef,beef,1,Vhl,amp,hands,4
nook,nark,0,Vhl,lowfi,hands,4
tomb,tomb,1,vs,ctrl,hands,4
lam,limb,0,Vhl,lowfi,hands,4
bleed,bleed,1,vs,amp,hands,4
sip,sip,1,vf,amp,hands,4
bias,buyers,0,vf,ctrl,hands,4
cop,cob,0,vs,amp,hands,4
bought,bawd,0,vs,ctrl,hands,4
fens,fens,1,vf,ctrl,hands,4
struck,struck,1,Vhl,lowfi,hands,4
wiggle,wiggle,1,Vhl,ctrl,hands,4
slick,slick,1,Vhl,amp,hands,4
calve,calve,1,vf,amp,hands,4
dim,dim,1,Vhl,ctrl,hands,4
waiver,wafer,0,vf,lowfi,hands,4
lace,lace,1,vf,amp,hands,4
tuck,tuck,1,vs,amp,hands,4
nap,nab,0,vs,ctrl,hands,4
loose,loose,1,vf,lowfi,hands,4
belief,belief,1,vf,lowfi,hands,4
fuzz,fuzz,1,vf,amp,hands,4
pain,bane,0,vs,ctrl,hands,4
Bart,Bart,1,vs,ctrl,hands,4
vox,vox,1,vf,amp,hands,4
proof,proof,1,Vhl,amp,hands,4
pat,pat,1,vs,ctrl,hands,4
tab,tab,1,vs,lowfi,hands,4
deed,deed,1,Vhl,ctrl,hands,4
paste,baste,0,vs,lowfi,hands,4
shook,shark,0,Vhl,ctrl,hands,4
vault,vault,1,vf,ctrl,hands,4
gave,cave,0,vs,ctrl,hands,4
back,pack,0,vs,ctrl,hands,4
lope,lope,1,vs,lowfi,hands,4
fairy,vary,0,vf,lowfi,hands,4
cot,cot,1,vs,amp,hands,4
smock,smog,0,vs,lowfi,hands,4
woos,woos,1,Vhl,ctrl,hands,4
trill,drill,0,vs,lowfi,hands,4
booed,booed,1,vs,lowfi,hands,4
bin,bin,1,vs,ctrl,hands,4
jest,jest,1,vf,amp,hands,4
heel,heel,1,Vhl,lowfi,hands,4
bead,bead,1,Vhl,amp,hands,4
kill,kill,1,vs,lowfi,hands,4
gnat,gnat,1,Vhl,lowfi,hands,4
chuck,chuck,1,Vhl,lowfi,hands,4
swam,swam,1,Vhl,lowfi,hands,4
glass,glass,1,vs,amp,hands,4
Dan,Dan,1,vs,amp,hands,4
shelf,shelf,1,vf,lowfi,hands,4
cheer,jeer,0,vf,lowfi,hands,4
beam,beam,1,Vhl,lowfi,hands,4
deb,deb,1,vs,amp,hands,4
league,league,1,Vhl,amp,hands,4
manse,mans,0,vf,lowfi,hands,4
proof,proof,1,vf,amp,hands,4
clod,clod,1,vs,lowfi,hands,4
fit,fit,1,Vhl,ctrl,hands,4
six,six,1,Vhl,ctrl,hands,4
blank,blank,1,vs,ctrl,hands,4
as,ass,0,vf,ctrl,hands,4
shard,shard,1,Vhl,lowfi,hands,4
fizz,viz,0,vf,lowfi,hands,4
deafen,deafen,1,vf,lowfi,hands,4
batch,batch,1,vf,ctrl,hands,4
save,safe,0,vf,amp,hands,4
cheek,cheek,1,Vhl,amp,hands,4
bleed,blood,0,Vhl,ctrl,hands,4
pence,pens,0,vf,amp,hands,4
define,define,1,vf,amp,hands,4
lop,lop,1,Vhl,lowfi,hands,4
rival,rival,1,vf,ctrl,hands,4
tot,tot,1,Vhl,lowfi,hands,4
boop,boop,1,vs,lowfi,hands,7
Bart,Bart,1,vs,lowfi,hands,7
raze,raze,1,vf,lowfi,hands,7
fan,van,0,vf,lowfi,hands,7
cod,cot,0,vs,ctrl,hands,7
safe,save,0,vf,amp,hands,7
dim,damn,0,Vhl,ctrl,hands,7
knees,knees,1,vf,amp,hands,7
peace,peace,1,Vhl,ctrl,hands,7
hers,hers,1,vf,lowfi,hands,7
peach,patch,0,Vhl,lowfi,hands,7
dad,dad,1,Vhl,amp,hands,7
cat,cat,1,vs,amp,hands,7
bin,bin,1,vs,ctrl,hands,7
fleas,fleas,1,vf,lowfi,hands,7
phase,phase,1,vf,amp,hands,7
toll,toll,1,vs,lowfi,hands,7
zinc,sink,0,vf,lowfi,hands,7
bang,pang,0,vs,lowfi,hands,7
class,class,1,vs,ctrl,hands,7
bark,bark,1,Vhl,lowfi,hands,7
leek,leek,1,vs,ctrl,hands,7
zips,zips,1,Vhl,amp,hands,7
bee,bee,1,vs,lowfi,hands,7
vault,fault,0,vf,amp,hands,7
cat,cat,1,vs,ctrl,hands,7
wife,wife,1,vf,lowfi,hands,7
vast,vast,1,vf,lowfi,hands,7
bleat,bleat,1,vs,ctrl,hands,7
tens,tense,0,vf,ctrl,hands,7
gave,gave,1,vs,lowfi,hands,7
chin,chin,1,vf,ctrl,hands,7
fox,fox,1,vf,lowfi,hands,7
grave,grave,1,vf,amp,hands,7
shark,shook,0,Vhl,lowfi,hands,7
weak,weak,1,Vhl,amp,hands,7
Adam,atom,0,vs,amp,hands,7
zach,sack,0,vf,ctrl,hands,7
gay,gay,1,vs,lowfi,hands,7
shelf,shelf,1,vf,ctrl,hands,7
hard,hood,0,Vhl,lowfi,hands,7
wink,wink,1,Vhl,ctrl,hands,7
tick,tack,0,Vhl,amp,hands,7
loose,lose,0,vf,lowfi,hands,7
back,pack,0,vs,ctrl,hands,7
trill,trill,1,vs,ctrl,hands,7
teeth,teeth,1,vf,lowfi,hands,7
pay,pay,1,vs,lowfi,hands,7
lop,lop,1,Vhl,amp,hands,7
manse,mans,0,vf,lowfi,hands,7
rick,rig,0,vs,amp,hands,7
